Manufacturer	Model	Type	Status	Size [in]	Re [ohm]	fs [Hz]	Qms	Qes	Qts	Rms [Ns/m]	Mms [g]	Cms [mm/N]	Vas [l]	Sd [cm2]	BL [Tm]	Pmax [W]	Xmax [mm]	Beta	Z1k [ohm]	Z10k [ohm]	Le [mH]	Leb [mH]	Ke [sH]	Rss [ohm]	USPL [dB]	BL²/Re	Revision	Updated
Eminence	SIGMA_PRO_18				6.5	28	6	0.3	0.29	3.316	113.1	0.286	520	1140	20.76	500	6		10	28					98.7	66.3		2017-07-01/Data import
Eminence	SIGMA_PRO_18_4	W	Active	18	3.35	32	14.79	0.3	0.29	1.68	121	0.2	360.84	1140	16.54	700	7				0.85				101.7	81.66		2016-02-28/Datasheet Import
Eminence	SIGMA_PRO_18A_2	W	Active	18	6.29	28	8.28	0.3	0.29	2.86	130	0.24	441.2	1140	22.1	650	6.1				1.9				98.1	77.65		2016-02-28/Datasheet Import
Eminence	V10				3.2	29	4.6	0.42	0.38	1.434	36.2	0.832	130	334	7.09	200	4.6		5.5	25					94.8	15.71		2017-07-01/Data import
Eminence	V12				3.2	35	12	0.79	0.74	1.186	64.7	0.32	121	520	7.59	200	4.6		6	30					94.2	18		2017-07-01/Data import
Eminence	V6				3.8	62	4.8	1	0.83	1.278	15.8	0.418	9.45	127	4.83	200	3.7		5.5	25					88.8	6.14		2017-07-01/Data import
Eminence	V8				3.2	46	3.4	0.43	0.38	2.24	26.3	0.454	27	206	7.53	150	4.6		5.5	25					93.8	17.72		2017-07-01/Data import
Eminence	VMAX1000				4	27	13	0.41	0.4	1.338	102.5	0.339	351	860	13.03	400	4		6	25					97.3	42.45		2017-07-01/Data import
Eminence	VMAX600				4.2	54	20.5	0.43	0.42	0.931	56.3	0.154	25	340	13.65	300	5.5		7	30					94.4	44.36		2017-07-01/Data import
Eminence	VMAX800				3.4	29	20	0.34	0.33	0.787	86.4	0.349	132	520	12.55	400	6.9		7	30					95.5	46.32		2017-07-01/Data import
ESS	AMT1				4	1500	10	20	6.67	0.157	0.2	0.068	0.4	65	0.56	20	1		4.1	4.2					103.3	0.08		2017-07-01/Data import
Eton	4-203-25HEX				6.2	51	4	0.23	0.22	0.461	5.8	1.692	7.7	57	7.05	70	1.1		8	28					89.6	8.02		2017-07-01/Data import
Eton	4-300-25HEX				6	57	1.71	0.35	0.29	0.961	4.6	1.7	7.2	55	5.31	50	2		7	15					89.1	4.7		2017-07-01/Data import
Eton	5-880-25HEX			5	6.6	54	2.44	0.48	0.4	1.35	8.9	0.83	7.49	80	6.64	70	3		8.3	21.6					86.7	6.68		2017-07-01/Data import
Eton	7-372-32HEX				7	32	3.78	0.29	0.27	0.786	14.8	1.674	44	137	8.47	80	5.25		9	15					89.5	10.25		2017-07-01/Data import
Exodus Audio	Anarchy W06-017R-4	S	Active	6.5	3.2	46.9	6.59	0.46	0.43	1.17	26.17	0.44	10.6	131	7.32	150	12				0.77				89.7	16.74		2017-06-09/Damian Demendecki
FaitalPRO	10FE200	W	Active	10	5.9	55	11.3	0.74	0.7	0.75	24.5	0.34	53.4	332	8.2	150	4.67				0.42				94.1	11.4	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10FH500	W	Active	10	5.1	60	3.3	0.28	0.26	5.4	47	0.15	22.9	328	17.9	500	7.5				0.85				96.4	62.83	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10FH520	W	Active	10	5.1	60	11.1	0.3	0.29	1.7	50.3	0.14	20.5	321	18	600	7.25				0.9				95.6	63.53	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10FH530	W	Active	10	5.1	60	12.4	0.25	0.25	1.53	50.3	0.14	20.4	321	19.5	500	7.5				0.8				96.4	74.56	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10HP1020	W	Active	10	5.5	60	6.5	0.25	0.24	4.2	72.5	0.1	13.7	315	24.5	700	9				0.85				94.4	109.14	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10PR300	W	Active	10	5.4	60	5.8	0.29	0.27	1.83	28.2	0.25	36.7	322	14.1	300	4.92				0.6				98.1	36.82	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10PR310	W	Active	10	5.4	60	5.7	0.36	0.34	2.44	36.9	0.19	28	322	14.4	300	4.92				0.64				96	38.4	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10PR320	W	Active	10	5.3	48	4.6	0.31	0.29	2.31	35	0.31	45.9	321	13.5	300	7.37				0.57				95.9	34.39	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10PR330	W	Active	10	5.3	60	4.6	0.36	0.33	2.99	36.5	0.19	28.3	322	14.3	300	7.37				0.64				96.1	38.58	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10PR410	W	Active	10	5.4	60	8.7	0.22	0.21	1.59	36.5	0.19	27.6	317.8	18.5	300	4.5				0.6				98	63.38	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	10RS350	W	Active	10	5.3	40	5.2	0.4	0.37	3.53	59	0.27	39.5	322	14	300	7.37				0.95				91.8	36.98	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12FH500	W	Active	12	5.1	45	6.9	0.26	0.25	2.29	56	0.22	75.1	487	17.5	500	7.5				0.83				98.2	60.05	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12FH510	W	Active	12	5.1	45	10.9	0.25	0.24	1.58	61	0.2	69.6	489	18.9	500	7.5				0.9				98	70.04	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12FH520	W	Active	12	5.1	50	11.1	0.3	0.29	1.58	56	0.18	64.2	500	17.3	600	7.25				0.74				98.2	58.68	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12FH530	W	Active	12	5.1	45	6.4	0.27	0.26	2.9	67	0.19	63	489	18.9	500	7.5				0.8				97.2	70.04	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12HP1010	W	Active	12	5.5	45	9.4	0.35	0.33	2.62	87.2	0.14	50	496	19.8	700	9.25				1.33				94.8	71.28	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12HP1020	W	Active	12	5.5	55	9.4	0.28	0.27	3.16	86	0.09	33.7	494	24.3	700	9				1.1				96.6	107.36	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12HP1030	W	Active	12	5	45	13.8	0.31	0.3	2.7	130.5	0.09	29.9	469	24.3	1000	12.45				1.35				93.5	118.1	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12HP1060	W	Active	12	5	45	12.1	0.29	0.28	2.96	126.9	0.1	30.08	469	24.8	1000	12.45				1.38				93.8	123.01	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12PR300	W	Active	12	5.4	50	9.9	0.37	0.36	1.37	43.4	0.23	79.2	489	14.1	300	4.92				0.42				98	36.82	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12PR310	W	Active	12	5.4	54	11.6	0.41	0.4	1.37	46.9	0.18	62.83	489	14.4	300	4.92				0.61				97.5	38.4	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12PR320	W	Active	12	5.3	42	7.8	0.39	0.37	1.74	51.4	0.28	94.8	489	13.5	300	7.37				0.67				96.3	34.39	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12PR330	W	Active	12	5.3	50	10.9	0.42	0.4	1.46	50.8	0.2	67.7	489	14.2	300	7.37				0.76				96.8	38.05	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12RS1066	W	Active	12	5	42	13.9	0.34	0.33	2.97	156.5	0.09	29.5	476	24.8	1000	12.45				1.35				92.1	123.01	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	12RS550	W	Active	12	5.1	42	6.9	0.39	0.37	4.77	123	0.12	43.5	512.8	20.5	500	9.25				1.5				93.1	82.4	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15FH500	W	Active	15	5.1	35	10.4	0.32	0.31	2.2	104	0.2	180.5	800	19.2	500	9.25		12.8	47.6	1.3				97.8	72.28	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15FH500 16ohm	W	Active	15	12.7	35	13.2	0.47	0.45	1.6	95.4	0.2	197	800	23.8	500	9.3		24.4	76.3	2				92.5	44.6	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15FH510	W	Active	15	5.1	35	10.7	0.27	0.27	2.2	108	0.19	173.8	800	21	500	9.25				1.4				98.4	86.47	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15FH520	W	Active	15	5.6	38	10.1	0.41	0.4	2.5	105	0.16	156.6	813	18.4	600	8.75		12.8	47.4	0.89				96.8	60.46	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15FH530	W	Active	15	5.1	39	8.9	0.36	0.35	3.4	123.5	0.13	126.4	813	20.7	500	9.25				1.1				97.1	84.02	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15FX560	W	Active	15	5.2	38	6.8	0.31	0.3	4.06	115	0.15	143	813	21.5	700	9.42				0.64				97.9	88.89	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15HP1010	W	Active	15	5.3	40	10	0.38	0.37	3.49	138.9	0.11	93.1	759	22	700	9.75				1.8				95.7	91.32	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15HP1020	W	Active	15	5.5	40	10.2	0.28	0.27	2.9	118	0.13	109.6	759	24.2	700	9				1.2				97.6	106.48	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15HP1030	W	Active	15	5	40	11.8	0.35	0.34	3.5	165	0.1	82.8	780	24.3	1000	12.45				1.4				95.8	118.1	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15HP1060	W	Active	15	5	40	11.4	0.32	0.31	3.44	156.3	0.1	87.5	780	24.8	1000	12.45				1.32				96.5	123.01	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15PR400	W	Active	15	5.1	35	6	0.34	0.32	3.11	85.2	0.24	223	805	16.7	400	5.75				0.75				98.4	54.68	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	15XL1400	W	Active	15	5.4	38	10.4	0.34	0.33	4.36	190	0.1	79.7	780	26.7	1400	12.92				1.6				94.8	132.02	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18FH500	W	Active	18	5.1	30	12.5	0.36	0.35	2.06	137	0.21	374.8	1134	19	600	9.25				1.35				98.4	70.78	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18FH510	W	Active	18	5.1	30	13.6	0.3	0.3	1.92	139	0.22	369.4	1134	21	600	9.25				1.06				99.2	86.47	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18HP1010	W	Active	18	5.3	35	7.8	0.42	0.4	4.94	175.2	0.12	215.3	1134	22	1000	9.75				1.8				97.2	91.32	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18HP1022	W	Active	18	5.4	35	14.4	0.31	0.3	3.67	207	0.1	179	1124	28	1000	9.5				1.75				97.6	145.19	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18HP1030	W	Active	18	5	35	11.6	0.43	0.41	4.33	228.6	0.09	162.1	1124	24.3	1200	12.45				1.48				96.1	118.1	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18HP1042	W	Active	18	5.5	38	10.3	0.43	0.42	4.58	187.5	0.08	151	1124	24.5	1000	9				1.26				96.5	109.14	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18HP1060	W	Active	18	5	35	11.1	0.38	0.37	4.19	211.8	0.1	175	1124	24.8	1200	12.45				1.26				97	123.01	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18HW1070	W	Active	18	5.4	32	10	0.39	0.37	5.2	259	0.1	171.2	1124	27	1600	13				1.68				95.3	135	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18XL1600	W	Active	18	5.4	32	9.3	0.37	0.36	5.2	240	0.1	184.7	1124	26.7	1600	12.92				1.45				95.8	132.02	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18XL1800	W	Active	18	5.35	29	9.9	0.42	0.4	5.1	275	0.11	185.8	1093.6	25.4	1600	20.17				2.04				94.1	120.59	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	18XL2000	W	Active	18	5.3	28	10.1	0.28	0.27	5	286	0.11	202.4	1124	30.8	2000	16.32				1.45				95.8	178.99	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	6FE100	W	Active	6	5.4	61	6	0.6	0.54	0.9	14	0.48	14.1	143	6.8	100	5.25				0.5				91	8.56	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	6FE200	W	Active	6	5.9	120	6.2	0.75	0.67	1.4	11.5	0.15	3	118	8.2	130	4.67				0.4				91.7	11.4	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	6PR110	W	Active	6	6	100	4.2	0.6	0.5	1.8	12	0.2	5	129	8.5	150	2.75				0.22				92.5	12.04	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	6PR122	W	Active	6	6	110	3.3	0.44	0.39	2.42	11.7	0.18	4.2	129	10.5	120	2.75				0.15				94.3	18.38	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	6PR150	W	Active	6	5.5	100	8.8	0.35	0.33	0.96	13.5	0.19	4.4	129	11.6	150	2.65				0.28				94.6	24.47	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	6PR160	W	Active	6	5.9	90	6.6	0.35	0.33	1.07	12.5	0.25	4.86	117	11	120	5				0.28				93.4	20.51	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	6RS140	W	Active	6	5.3	65	4.6	0.27	0.26	1.35	15.2	0.39	8.4	122.6	11	200	5.6				0.27				93.1	22.83	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	8FE200	W	Active	8	5.9	80	13	0.66	0.63	0.6	15	0.26	13.6	191	8.2	130	4.67				0.44				93.6	11.4	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	8FE200A	W		8	5.9	80	13	0.66	0.63	0.643	16.6	0.238	14	205	8.65	130	2		9	25					93.7	12.68		2017-07-01/Data import
FaitalPRO	8PR155	W	Active	8	5.3	85	8.8	0.39	0.37	1.48	24.5	0.14	8.7	207	13.4	200	3.57				0.41				95.2	33.88	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	8PR200	W	Active	8	5.1	58	9.4	0.38	0.36	1.04	27.2	0.28	15.1	196	11.5	200	8.15				0.55				92.8	25.93	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	8PR210	W	Active	8	5.7	65	3.1	0.32	0.29	3.38	25.3	0.24	12.9	196	13.5	200	6.92				0.46				93.9	31.97	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	8RS250	W	Active	8	5.7	56	5.7	0.34	0.32	1.89	30.6	0.26	16	207	13.5	200	6.92				0.35				92.6	31.97	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	8RS340 8ohm	W	Active	8	5.3	42	6.6	0.36	0.34	1.6	40.8	0.35	25.5	227.8	13	300	7.33	0			0.64				91	31.89		2024-07-21/Kimmo Saunisto
FaitalPRO	W6N8-120	W	Active	6	5.9	100	6.8	0.41	0.38	1.08	11.7	0.22	3.9	113	10.3	120	5				0.35				93.1	17.98	June 17th, 2018	2018-06-17/Datasheet Import
FaitalPRO	W8N8-150	W	Active	8	5.8	76	4.7	0.59	0.53	2.11	20.9	0.2	12.6	206	9.9	150	5.52				0.55				93.1	16.9	June 17th, 2018	2018-06-17/Datasheet Import
Fane	10-75 BASS			10	6.3	71.5	3.8	0.65	0.56	3.9	33	0.15	28	365.1	19.5	75									95	60.36		
Fane	12-100 LEAD			12	6.4	66.1	6.1	0.49	0.45	1.97	29	0.2	76	521	14	100									99.5	30.62		
Fane	12-150 LEAD			12	6.3	84.8	4.86	0.63	0.56	4.83	44	0.08	30	517.5	21.9	150									97.7	76.13		
Fane	18XB			18	6.5	32.9	2.28	0.15	0.14	17.23	190.05	0.12	226	1145	41	600	5.6				1.25				100.2	258.62		
Fane	Alnico 10-30			10	6.4	90.4	4.68	0.58	0.52	3.76	31	0.1	18	358.6	19.4	100									96.6	58.81		
Fane	Alnico 12-30			12	6.5	82.6	4.87	0.75	0.65	5.65	53	0.07	25	505.1	24.2	100									95.6	90.1		
Fane	Colossus 15 BASS			15	5.8	38.4	3.35	0.34	0.31	10.3	143	0.12	122	852.2	32	400	4		12	35	0.74				96.5	176.55		
Fane	Colossus 15XB			15	6.6	37.6	2.19	0.37	0.32	14.01	130	0.14	144	863.3	37	600	5		12	35	1.1				96	207.42		
Fane	Colossus 18 BASS			18	6.1	35.2	3	0.41	0.36	13.71	186	0.11	209	1165	36	400	4				0.73				96.6	212.46		
Fane	Colossus 18XB			18	6.5	32.9	2.28	0.46	0.38	17.24	190	0.12	226	1145.6	41	600	5				1.25				95.3	258.62		
Fane	Crescendo 10M			10	5.6	61	5	0.32	0.3	2.61	34	0.2	34.3	350	15.1	250	1.5								97.4	40.72		
Fane	Crescendo 10MB			10	5.6	54	5.17	0.28	0.27	2.56	39	0.22	36	339.6	16.2	300	3.75								96.6	46.86		
Fane	Crescendo 12MB			12	5.6	50	4.8	0.31	0.29	3.6	55	0.18	67	510	17.6	300	4.3								97.9	55.31		
Fane	Crescendo 15B			15	5.6	34	2.29	0.27	0.24	10.37	111	0.2	188	825.6	22.4	400	4.7								97.9	89.6		
Fane	Crescendo 15MB			15	5.6	42	4.51	0.23	0.22	4.8	82	0.17	167	825.6	22.4	300	3.3								100.9	89.6		
Fane	Crescendo 18B			18	5.6	29.9	2.34	0.28	0.25	10.84	135	0.21	363	1111.2	22.4	400	4.7								98.9	89.6		
Fane	DX10			10	5.7	19	5.47	0.42	0.39	1.39	64	1.1	20	114	20.9	175	3.8				0.98				78.6	76.63		
Fane	DX12			12	5.5	17.4	5.9	0.64	0.58	1.19	64	1.3	56	175.4	19.4	175	3.75				0.78				80.3	68.43		
Fane	DX12HE			12	5.4	57.9	5.96	0.4	0.37	3.84	63	0.12	52	556.3	19.6	200	3.75				0.88				97.7	71.14		
Fane	DX15HE			15	5.6	39.1	5.16	0.43	0.4	4.29	90	0.18	191	861.1	20.7	200	3.75				0.76				97.8	76.52		
Fane	Elite 300 Bass Guitar			15	6.5	51.6	7.37	0.37	0.35	4.18	95	0.1	110	886.4	20.2	300									99	62.78		
Fane	KC10-150C			10	5.7	61.4	4.6	0.49	0.44	1.76	21	0.32	59	362.9	13	150	2.5								97.9	29.65		
Fane	KC10-250C			10	5.7	72.2	3.25	0.38	0.34	3.77	27	0.18	28	333.3	12	250	2.5								97.9	25.26		
Fane	KC12-100C			12	6	52.5	6.38	0.53	0.49	1.76	34	0.27	99	511.8	13	100	2								97.6	28.17		
Fane	KC12-100CT			12	6	58	5.6	0.4	0.37	3.06	47	0.16	60	517.5	17	100	2								97.9	48.17		
Fane	KC12-175C			12	5.4	55.6	5.35	0.54	0.49	2.55	39	0.21	79	518.4	16	175	2.5								97.7	47.41		
Fane	KC12-200CT			12	5.3	47.3	3.7	0.28	0.26	3.37	42	0.27	100	514.3	18	200	2.5								99.6	61.13		
Fane	KC12-300C			12	6.6	57.5	5.51	0.28	0.27	2.95	45	0.17	64	518.6	17	300	0.5								99.2	43.79		
Fane	KC15-175C			15	6.3	41	5.1	0.58	0.52	5.21	103	0.15	152	862.3	23	175	2.5								95.6	83.97		
Fane	KC15-250C			15	5.4	44.9	3.8	0.42	0.38	7.35	99	0.13	128	848.5	27	250	0.5								98.1	135		
Fane	KC15-300C			15	6.7	44	4.85	0.42	0.39	5.87	103	0.13	132	861.6	24	300	0.5								97	85.97		
Fane	KC18-300C			18	6.3	30.2	4.5	0.42	0.38	4.89	116	0.24	444	1149.5	22	300	0.5								97.7	76.83		
Fane	KC8-75C	W		8	6	97.6	3.8	0.23	0.22	2.26	14	0.19	12	212.4	15	75									100.1	37.5		
Fane	KP10-100			10	5.9	80	5	0.37	0.34	0.93	9.2	0.43	78	360	10	100	1								103.7	16.95		
Fane	KP10-100C			10	5.3	44.4	3.5	0.66	0.56	2.63	33	0.39	70	358.1	13	100	1								93.5	31.89		
Fane	KP10-150C			10	5.7	61.4	4.54	0.49	0.44	1.78	21	0.32	58	359.8	13.5	150	2.5								97.8	31.97		
Fane	KP10-200C			10	5.4	55.7	4.78	0.38	0.35	3.15	43	0.19	34	357.5	18	200	0.5								95.6	60		
Fane	KP10-75			10	6.1	90.7	7.5	0.72	0.66	2.13	28	0.11	20	360.4	14.6	75	2								96.3	34.94		
Fane	KP10-75C			10	6.3	71.5	3.8	0.65	0.56	3.9	33	0.15	28	365.1	19.5	75									95	60.36		
Fane	KP12-100			12	6.1	70.5	8.5	0.48	0.45	1.77	34	0.15	58	525.5	13	100	2								99.4	27.7		
Fane	KP12-100C			12	6.2	63.7	7.32	0.83	0.75	2.13	39	0.16	60	517.5	15	100	2								95.8	36.29		
Fane	KP12-100CT			12	6.1	53.6	4.7	0.39	0.36	3.01	42	0.21	80	521.6	17	100	2								98.2	47.38		
Fane	KP12-100LM			12	6.4	73.6	6.9	0.82	0.73	2.41	36	0.13	48	513.6	16	100	1								96.6	40		
Fane	KP12-100T			12	6.1	70.5	8.5	0.48	0.45	1.77	34	0.15	58	525.5	13	100	2								99.4	27.7		
Fane	KP12-150C			12	5.6	60	2.4	0.55	0.45	5.81	37	0.19	74	527.4	23	150	2.5								98.2	94.46		
Fane	KP12-200C			12	5.5	45.4	4.4	0.36	0.33	3.5	54	0.23	85	516	19	200	0.5								97.1	65.64		
Fane	KP12-300C			12	6.4	55.4	6.1	0.35	0.33	3.02	53	0.16	67	553.9	17	300	0.5								98.1	45.16		
Fane	KP12-85			12	6.4	66.1	6.1	0.49	0.45	1.97	29	0.2	76	521	14	85	2								99.5	30.62		
Fane	KP15-100C			15	6.8	44.6	6	0.78	0.69	4.58	98	0.13	140	877.1	15	100	2								94.7	33.09		
Fane	KP15-150C			15	5.4	60.3	4.3	0.8	0.67	2.56	29	0.24	258	876.3	15	150	0.5								102.2	41.67		
Fane	KP15-175C			15	5.8	44.3	5.2	0.66	0.59	4.6	86	0.15	154	856.3	21	175	0.5								96.5	76.03		
Fane	KP15-200C			15	5.2	39.1	5.7	0.33	0.31	3.97	92	0.18	187	861.4	20	200	2.5								99.2	76.92		
